gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup,gind,gsector,gsubind
14007,20000731,2000,INDL,C,D,STD,1641B,USD,A,2550,255030,25,25503010
14009,20000331,1999,INDL,C,D,STD,SITN,USD,I,4510,451010,45,45101010
14010,20001231,2000,INDL,C,D,STD,TGA,USD,A,1010,101020,10,10102020
14011,20001231,2000,INDL,C,D,STD,GLG.2,USD,I,1510,151040,15,15104030
14016,20001231,2000,INDL,C,D,STD,GMLI,USD,I,2550,255010,25,25501010
14017,20001031,2000,INDL,C,D,STD,CAON,USD,I,2010,201020,20,20102010
14018,20000731,2000,INDL,C,D,STD,QZMRF,USD,A,1510,151040,15,15104020
14019,20001231,2000,INDL,C,D,STD,TLNT,USD,I,4520,452010,45,45201020
14020,20000630,2000,INDL,C,D,STD,LGBD,USD,I,2530,253010,25,25301010
14022,20001231,2000,INDL,C,D,STD,HLGAF,CAD,I,2540,254010,25,25401040
14023,20001231,2000,INDL,C,D,STD,XRXCF,CAD,I,4520,452040,45,45204010
14027,20001231,2000,INDL,C,D,STD,CLH,USD,A,2020,202010,20,20201050
14031,20101231,2010,INDL,C,D,STD,VI,USD,I,2550,255010,25,25501010
14032,20071231,2007,INDL,C,D,STD,LOCK,USD,I,2530,253020,25,25302020
14033,20100331,2009,INDL,C,D,STD,RYCE,USD,A,3020,302020,30,30202030
14034,20121130,2012,INDL,C,D,STD,SMEYF,CAD,A,4510,451030,45,45103010
14036,20000630,2000,INDL,C,D,STD,DIGM,USD,I,2010,201060,20,20106020
14038,20111231,2011,INDL,C,D,STD,NAMS,USD,I,2520,252010,25,25201010
14040,20131231,2013,INDL,C,D,STD,CAME,USD,I,2540,254010,25,25401030
14042,20001231,2000,INDL,C,D,STD,CFPZF,CAD,A,1510,151050,15,15105010
14043,20001231,2000,INDL,C,D,STD,PCAR1,USD,A,4020,402020,40,40202010
14046,20001231,2000,INDL,C,D,STD,HSG.,CAD,I,1510,151040,15,15104050
14049,20001231,2000,INDL,C,D,STD,GNA,CAD,I,1510,151040,15,15104050
14053,20000630,2000,INDL,C,D,STD,CTVZ,USD,I,4020,402030,40,40203010
14062,20001231,2000,INDL,C,D,STD,CCDBF,CAD,A,1510,151030,15,15103010
14064,20001231,2000,INDL,C,D,STD,MCCK,USD,A,2520,252010,25,25201040
14065,20001231,2000,INDL,C,D,STD,CADNF,CAD,A,1510,151030,15,15103020
14066,20001231,2000,INDL,C,D,STD,TVX,USD,I,1510,151040,15,15104030
14067,20001231,2000,INDL,C,D,STD,SMT.Z,CAD,I,1510,151040,15,15104050
14068,20001231,2000,INDL,C,D,STD,NASGF,CAD,I,2010,201010,20,20101010
14069,20001231,2000,INDL,C,D,STD,WSC.,CAD,I,4020,402030,40,40203010
14070,20001231,2000,INDL,C,D,STD,FPL.Z,CAD,I,3020,302020,30,30202030
14072,20001231,2000,INDL,C,D,STD,EIF.1,CAD,I,,,,
14077,20001231,2000,INDL,C,D,STD,CBJ.1,USD,I,1510,151040,15,15104030
14078,20000131,1999,INDL,C,D,STD,BDRBF,CAD,A,2010,201010,20,20101010
14083,20000131,1999,INDL,C,D,STD,HRLSQ,USD,I,2550,255040,25,25504010
14084,20001231,2000,INDL,C,D,STD,AIN,USD,A,2010,201060,20,20106020
14087,20001231,2000,INDL,C,D,STD,BRGYY,USD,I,1010,101020,10,10102010
14088,20001231,2000,INDL,C,D,STD,AEP10,USD,A,5510,551010,55,55101010
14089,20121231,2012,INDL,C,D,STD,DWPP,USD,A,,,,
14090,20111231,2011,INDL,C,D,STD,USMD,USD,I,3510,351020,35,35102015
14091,20111231,2011,INDL,C,D,STD,TMG,USD,I,2020,202010,20,20201070
14097,20000930,2000,INDL,C,D,STD,4774B,USD,I,2530,253010,25,25301040
14099,20121231,2012,INDL,C,D,STD,TUERF,CAD,A,6010,601010,60,60101040
14100,20001231,2000,INDL,C,D,STD,TGO.2,USD,I,5010,501010,50,50101020
14102,20001031,2000,INDL,C,D,STD,NDZ,CAD,I,3520,352030,35,35203010
14103,20001231,2000,INDL,C,D,STD,MPTT,USD,I,4040,404010,40,40401020
14107,20001231,2000,INDL,C,D,STD,4779B,USD,A,4020,402030,40,40203020
14108,20001231,2000,INDL,C,D,STD,CYBE,USD,A,4530,453010,45,45301010
14111,20000229,1999,INDL,C,D,STD,FTSP,USD,I,2520,252020,25,25202010
14112,20000630,2000,INDL,C,D,STD,FKWL,USD,A,4520,452010,45,45201020
14113,20000930,2000,INDL,C,D,STD,MITK,USD,A,4510,451030,45,45103010
14114,20001231,2000,INDL,C,D,STD,MSSN,USD,I,1010,101020,10,10102020
14115,20001231,2000,INDL,C,D,STD,FINN,USD,I,4010,401010,40,40101010
14116,20111231,2011,INDL,C,D,STD,YYYH,USD,A,4510,451030,45,45103010
14118,20101231,2010,INDL,C,D,STD,AMIVF,CAD,A,4010,401020,40,40102010
14129,20001231,2000,INDL,C,D,STD,FFEDQ,USD,I,4010,401020,40,40102010
14131,20001231,2000,INDL,C,D,STD,WES.2,USD,I,4010,401010,40,40101015
14134,20001231,2000,INDL,C,D,STD,DME.1,USD,I,4010,401010,40,40101010
14137,20001231,2000,INDL,C,D,STD,SILU,CAD,I,4020,402010,40,40201040
14139,20120930,2012,INDL,C,D,STD,UMEWF,USD,A,5020,502030,50,50203010
14140,20001231,2000,INDL,C,D,STD,SAN,USD,A,4010,401010,40,40101010
14141,20000831,2000,INDL,C,D,STD,CHM.B,CAD,I,2540,254010,25,25401020
14142,20001231,2000,INDL,C,D,STD,SIC.2,CAD,I,1510,151010,15,15101010
14145,20001231,2000,INDL,C,D,STD,TEAM.1,USD,I,4510,451020,45,45102010
14148,20000930,2000,INDL,C,D,STD,3MCLN.,USD,I,2510,251010,25,25101010
14150,20000331,1999,INDL,C,D,STD,DISK,USD,I,2540,254010,25,25401030
14151,20000630,2000,INDL,C,D,STD,AREM,USD,A,1510,151040,15,15104020
14154,20111231,2011,INDL,C,D,STD,PPL7,USD,A,5510,551010,55,55101010
14155,20121231,2012,INDL,C,D,STD,VTGGF,USD,A,1010,101010,10,10101010
14159,20001231,2000,INDL,C,D,STD,TCNJ,USD,I,4010,401010,40,40101015
14162,20001231,2000,INDL,C,D,STD,KMMS,USD,I,2020,202010,20,20201050
14163,20001231,2000,INDL,C,D,STD,MNIQQ,USD,A,5020,502010,50,50201040
14169,20000930,2000,INDL,C,D,STD,LDR,USD,I,3510,351020,35,35102015
14170,20000930,2000,INDL,C,D,STD,SEV,USD,I,4530,453010,45,45301020
14172,20001231,2000,INDL,C,D,STD,FULT,USD,A,4010,401010,40,40101015
14182,20001231,2000,INDL,C,D,STD,ACO,USD,I,1510,151040,15,15104020
14186,20011231,2001,INDL,C,D,STD,GPRO.2,USD,I,3510,351010,35,35101010
14192,20001231,2000,INDL,C,D,STD,GANS,USD,A,4030,403010,40,40301040
14195,20001231,2000,INDL,C,D,STD,BKC.1,USD,I,4010,401010,40,40101010
14201,20001231,2000,INDL,C,D,STD,CBCGQ,USD,I,4010,401010,40,40101015
14215,20000331,1999,INDL,C,D,STD,TCGN,USD,I,2010,201060,20,20106020
14219,20001231,2000,INDL,C,D,STD,BXS,USD,A,4010,401010,40,40101015
14221,20000930,2000,INDL,C,D,STD,NSS.1,USD,I,1010,101010,10,10101020
14222,20001231,2000,INDL,C,D,STD,3AEGSY,USD,I,2540,254010,25,25401010
14225,20001231,2000,INDL,C,D,STD,FAST,USD,A,2010,201070,20,20107010
14227,20001231,2000,INDL,C,D,STD,FTDL,USD,A,2520,252010,25,25201020
14229,20001231,2000,INDL,C,D,STD,TATT,USD,A,2010,201010,20,20101010
14233,20001130,2000,INDL,C,D,STD,CITI,USD,I,4510,451020,45,45102010
14238,20000630,2000,INDL,C,D,STD,GORV,USD,I,1510,151040,15,15104030
14242,20000630,2000,INDL,C,D,STD,ANSL,USD,A,3510,351010,35,35101020
14249,20001130,2000,INDL,C,D,STD,SLGLF,USD,I,1510,151040,15,15104030
14250,20001231,2000,INDL,C,D,STD,NSO,USD,I,4520,452020,45,45202020
14252,20000831,2000,INDL,C,D,STD,WGNR,USD,A,4520,452010,45,45201020
14253,20001231,2000,INDL,C,D,STD,WABC,USD,A,4010,401010,40,40101015
14255,20001231,2000,INDL,C,D,STD,OMAGQ,USD,A,6010,601020,60,60102030
14256,20000630,2000,INDL,C,D,STD,MXIM,USD,A,4530,453010,45,45301020
14257,20001231,2000,INDL,C,D,STD,SNKTY.1,USD,I,3520,352010,35,35201010
14260,20001231,2000,INDL,C,D,STD,ILXRQ,USD,I,2530,253010,25,25301020
14265,20000630,2000,INDL,C,D,STD,TDRLF,CAD,I,1010,101020,10,10102020
14267,20001231,2000,INDL,C,D,STD,ICTPU,USD,I,2530,253010,25,25301040
14268,20001231,2000,INDL,C,D,STD,BORL,USD,I,4510,451030,45,45103020
14269,20001231,2000,INDL,C,D,STD,HLF,USD,A,3030,303020,30,30302010
14270,20001231,2000,INDL,C,D,STD,3NAMVF,CAD,I,1510,151040,15,15104030
14275,20001231,2000,INDL,C,D,STD,FRC,USD,A,4010,401010,40,40101015
14282,20001231,2000,INDL,C,D,STD,APH,USD,A,4520,452030,45,45203015
14285,20001231,2000,INDL,C,D,STD,BNT.3,USD,I,3520,352020,35,35202010
14286,20001231,2000,INDL,C,D,STD,3BCPUE,USD,I,1510,151010,15,15101010
14290,20000331,1999,INDL,C,D,STD,CBLI.1,USD,I,3520,352020,35,35202010
14292,20001231,2000,INDL,C,D,STD,3FRRG,USD,I,2530,253010,25,25301040
14296,20000331,1999,INDL,C,D,STD,MTSI.2,USD,I,3510,351010,35,35101020
14297,20001231,2000,INDL,C,D,STD,PLM.3,USD,I,4020,402010,40,40201010
14301,20001231,2000,INDL,C,D,STD,CNMGF,CAD,A,1510,151040,15,15104050
14302,20001231,2000,INDL,C,D,STD,BNN1,CAD,I,5510,551010,55,55101010
14304,20001231,2000,INDL,C,D,STD,AKRXQ,USD,A,3520,352020,35,35202010
14309,20001231,2000,INDL,C,D,STD,IPAR,USD,A,3030,303020,30,30302010
14310,20001231,2000,INDL,C,D,STD,3PHTE,USD,I,5010,501010,50,50101020
14311,20001231,2000,INDL,C,D,STD,PII,USD,A,2520,252020,25,25202010
14312,20000430,1999,INDL,C,D,STD,EMLAF,CAD,A,3010,301010,30,30101030
14313,20001231,2000,INDL,C,D,STD,OSB,CAD,A,1510,151050,15,15105010
14316,20001231,2000,INDL,C,D,STD,TLM,CAD,I,1010,101020,10,10102020
14320,20101231,2010,INDL,C,D,STD,ICPT,USD,A,3520,352010,35,35201010
14324,20001231,2000,INDL,C,D,STD,ALTR.1,USD,I,4530,453010,45,45301020
14326,20001231,2000,INDL,C,D,STD,ONEXF,CAD,A,4020,402010,40,40201030
14329,20001231,2000,INDL,C,D,STD,SOD.,CAD,I,2550,255010,25,25501010
14330,20001231,2000,INDL,C,D,STD,WFTBF,CAD,A,1510,151050,15,15105010
14333,20001231,2000,INDL,C,D,STD,IGIFF,CAD,A,4020,402030,40,40203010
14336,20000430,1999,INDL,C,D,STD,FSCXQ,USD,I,4520,452020,45,45202020
14337,20000331,1999,INDL,C,D,STD,UTLX,USD,I,2020,202010,20,20201030
14340,20001231,2000,INDL,C,D,STD,EDCI,USD,A,2540,254010,25,25401030
14341,20120930,2012,INDL,C,D,STD,JACQF,USD,I,,,,
14344,20001231,2000,INDL,C,D,STD,GOU,CAD,I,1010,101020,10,10102020
14350,20001231,2000,INDL,C,D,STD,IEMMF,CAD,I,1510,151040,15,15104020
14351,20001231,2000,INDL,C,D,STD,FS.2,CAD,I,2530,253010,25,25301020
14352,20001231,2000,INDL,C,D,STD,SNCAF,CAD,A,2010,201030,20,20103010
14353,20000831,2000,INDL,C,D,STD,SJR,CAD,A,5020,502010,50,50201030
14354,20001231,2000,INDL,C,D,STD,PSM.,CAD,I,1510,151040,15,15104030
14359,20001231,2000,INDL,C,D,STD,PXD,USD,A,1010,101020,10,10102020
14363,20001231,2000,INDL,C,D,STD,IGL,USD,I,1510,151010,15,15101030
14366,20111231,2011,INDL,C,D,STD,SKAJ,USD,A,4020,402030,40,40203010
14368,20001231,2000,INDL,C,D,STD,KENT,USD,I,4040,404030,40,40403020
14369,20001231,2000,INDL,C,D,STD,USM,USD,A,5010,501020,50,50102010
14370,20001231,2000,INDL,C,D,STD,MAN,USD,A,2020,202020,20,20202010
14372,20000930,2000,INDL,C,D,STD,TMBCF,CAD,A,1510,151050,15,15105020
14373,20000331,1999,INDL,C,D,STD,FN.2,CAD,I,1510,151040,15,15104030
14374,20000630,2000,INDL,C,D,STD,AFTC.,USD,I,2540,254010,25,25401030
14378,20001231,2000,INDL,C,D,STD,3XTRN.,USD,I,3510,351010,35,35101010
14380,20001231,2000,INDL,C,D,STD,PONR,USD,I,1510,151010,15,15101010
14382,20001031,2000,INDL,C,D,STD,YOCM,USD,I,3020,302020,30,30202030
14383,20001231,2000,INDL,C,D,STD,LUND10,USD,I,2510,251010,25,25101010
14384,20001231,2000,INDL,C,D,STD,OS,USD,I,1510,151040,15,15104050
14385,20000630,2000,INDL,C,D,STD,RESP.,USD,I,3510,351010,35,35101010
14386,20001231,2000,INDL,C,D,STD,GSIC,USD,I,4510,451010,45,45101010
14387,20101231,2010,INDL,C,D,STD,ENXP,USD,I,1010,101020,10,10102020
14390,20001231,2000,INDL,C,D,STD,FTS,CAD,A,5510,551010,55,55101010
14391,20001231,2000,INDL,C,D,STD,TAC,CAD,A,5510,551050,55,55105010
14392,20000930,2000,INDL,C,D,STD,ENB2,CAD,A,5510,551020,55,55102010
14394,20001231,2000,INDL,C,D,STD,WCM.A,CAD,A,4020,402030,40,40203010
14395,20000331,1999,INDL,C,D,STD,BJCT,USD,I,3510,351010,35,35101020
14396,20000930,2000,INDL,C,D,STD,CCTVY,USD,I,2540,254010,25,25401020
14398,20001231,2000,INDL,C,D,STD,FPXA,USD,I,1010,101020,10,10102020
14401,20001231,2000,INDL,C,D,STD,ITIC,USD,A,4030,403010,40,40301040
14402,20121231,2012,INDL,C,D,STD,SBY,USD,I,6010,601010,60,60101060
14403,20001231,2000,INDL,C,D,STD,DX,USD,A,4020,402040,40,40204010
14412,20001231,2000,INDL,C,D,STD,BID,USD,I,2530,253020,25,25302020
14414,20000430,1999,INDL,C,D,STD,ACVE,USD,I,4520,452010,45,45201020
14417,20000331,1999,INDL,C,D,STD,NOIZ,USD,I,4520,452030,45,45203015
14418,20001231,2000,INDL,C,D,STD,MGM,USD,A,2530,253010,25,25301010
14420,20001231,2000,INDL,C,D,STD,SGII,USD,I,2010,201060,20,20106020
14424,20000229,1999,INDL,C,D,STD,UCMP,USD,I,4510,451030,45,45103010
14425,20001231,2000,INDL,C,D,STD,BFET,USD,I,4040,404010,40,40401020
14432,20001231,2000,INDL,C,D,STD,FTS1,CAD,A,5510,551020,55,55102010
14433,20001231,2000,INDL,C,D,STD,CDUAF,CAD,A,5510,551030,55,55103010
14435,20121231,2012,INDL,C,D,STD,FM,USD,A,,,,
14436,20001231,2000,INDL,C,D,STD,AYE4,USD,I,5510,551050,55,55105010
14437,20001231,2000,INDL,C,D,STD,ATE1,USD,A,5510,551010,55,55101010
14438,20070930,2007,INDL,C,D,STD,ADT.4,USD,I,2020,202010,20,20201080
14446,20001231,2000,INDL,C,D,STD,IVX.2,USD,I,3520,352020,35,35202010
14447,20001231,2000,INDL,C,D,STD,LVMUY,USD,A,2520,252030,25,25203010
14450,20001231,2000,INDL,C,D,STD,WLVTQ,USD,I,2010,201060,20,20106020
14451,20001231,2000,INDL,C,D,STD,QTXB,USD,A,3510,351010,35,35101010
14457,20000930,2000,INDL,C,D,STD,CALAQ,USD,I,2520,252010,25,25201040
14459,20000229,1999,INDL,C,D,STD,COGN,USD,I,4510,451030,45,45103010
14460,20001231,2000,INDL,C,D,STD,CECS,USD,I,2550,255040,25,25504040
14462,20001231,2000,INDL,C,D,STD,DON.1,USD,I,2510,251010,25,25101010
14466,20001231,2000,INDL,C,D,STD,HRH.1,USD,I,4030,403010,40,40301010
14470,20001231,2000,INDL,C,D,STD,PYX.2,USD,I,3030,303020,30,30302010
14476,20000331,1999,INDL,C,D,STD,TRDY,USD,I,2540,254010,25,25401040
14477,20001231,2000,INDL,C,D,STD,WM,USD,A,2020,202010,20,20201050
14487,20000930,2000,INDL,C,D,STD,TTG,USD,I,3510,351010,35,35101010
14488,20111231,2011,INDL,C,D,STD,7565B,USD,I,4010,401010,40,40101010
14489,20000131,1999,INDL,C,D,STD,DELL,USD,A,4520,452020,45,45202030
14490,20000630,2000,INDL,C,D,STD,RBI,USD,I,2520,252020,25,25202010
14501,20150930,2015,INDL,C,D,STD,NUZE,USD,A,3020,302020,30,30202030
14503,20000930,2000,INDL,C,D,STD,IPSU,USD,I,3020,302020,30,30202030
14504,20001130,2000,INDL,C,D,STD,DIAAF,CAD,A,2020,202010,20,20201010
14506,20000531,1999,INDL,C,D,STD,TPAM,USD,I,2010,201060,20,20106010
14507,20121231,2012,INDL,C,D,STD,VEGA,USD,A,,,,
14512,20001231,2000,INDL,C,D,STD,MEDS.1,USD,I,3510,351010,35,35101010
14517,20121231,2012,INDL,C,D,STD,TMXXF,CAD,A,4020,402030,40,40203040
14524,20000831,2000,INDL,C,D,STD,AKLM,USD,I,4510,451030,45,45103030
14525,20001231,2000,INDL,C,D,STD,CCDC,USD,I,2530,253020,25,25302010
14529,20000930,2000,INDL,C,D,STD,BYUA,USD,I,1510,151040,15,15104050
14531,20001231,2000,INDL,C,D,STD,KALU1,USD,I,1510,151040,15,15104010
14535,20001231,2000,INDL,C,D,STD,SSP,USD,A,5020,502010,50,50201020
14537,20000331,1999,INDL,C,D,STD,SYBA,USD,I,4520,452010,45,45201020
14538,20001231,2000,INDL,C,D,STD,TEVA,USD,A,3520,352020,35,35202010
14547,20001231,2000,INDL,C,D,STD,PCMEF,USD,I,2540,254010,25,25401040
14549,20000831,2000,INDL,C,D,STD,GLMA,USD,I,2520,252030,25,25203030
14551,20101231,2010,INDL,C,D,STD,SAMG,USD,A,4020,402030,40,40203010
14552,20001231,2000,INDL,C,D,STD,COES,USD,I,2020,202010,20,20201050
14554,20000331,1999,INDL,C,D,STD,VCR.3,USD,I,2520,252010,25,25201010
14555,20001231,2000,INDL,C,D,STD,9566B,USD,I,3510,351010,35,35101010
14556,20001231,2000,INDL,C,D,STD,3RGEYE,USD,I,1010,101020,10,10102020
14561,20000630,2000,INDL,C,D,STD,IIVI,USD,A,4520,452030,45,45203015
14563,20001231,2000,INDL,C,D,STD,MERC,USD,A,1510,151050,15,15105020
14565,20001231,2000,INDL,C,D,STD,APCC.,USD,I,2010,201040,20,20104010
14566,20000930,2000,INDL,C,D,STD,BPMA,USD,I,3520,352020,35,35202010
14567,20000131,1999,INDL,C,D,STD,CLHRF,CAD,A,1510,151040,15,15104030
14568,20001231,2000,INDL,C,D,STD,DPRS,USD,I,4020,402020,40,40202010
14576,20001231,2000,INDL,C,D,STD,SGDTF,USD,I,1510,151040,15,15104030
14578,20000831,2000,INDL,C,D,STD,TUSC,USD,I,1510,151030,15,15103010
14580,20001231,2000,INDL,C,D,STD,LNT1,USD,A,5510,551010,55,55101010
14581,20001231,2000,INDL,C,D,STD,MGCD,USD,I,3510,351010,35,35101010
14582,20001231,2000,INDL,C,D,STD,ATCS,USD,I,3520,352020,35,35202010
14583,20001231,2000,INDL,C,D,STD,PCFO,USD,I,6010,601010,60,60101040
14584,20000331,1999,INDL,C,D,STD,EXCL,USD,I,4040,404010,40,40401020
14590,20001231,2000,INDL,C,D,STD,FCX,USD,A,1510,151040,15,15104025
14592,20001231,2000,INDL,C,D,STD,AB,USD,A,4020,402030,40,40203010
14593,20000930,2000,INDL,C,D,STD,GCR.2,USD,I,1510,151030,15,15103020
14597,20001231,2000,INDL,C,D,STD,JNP,USD,I,3520,352020,35,35202010
14603,20000430,1999,INDL,C,D,STD,CDMO,USD,A,3520,352010,35,35201010
14605,20001231,2000,INDL,C,D,STD,WPP,USD,A,5020,502010,50,50201010
14606,20001231,2000,INDL,C,D,STD,HEARQ,USD,I,3510,351020,35,35102020
14608,20111231,2011,INDL,C,D,STD,7507B,USD,I,1010,101020,10,10102020
14609,20001231,2000,INDL,C,D,STD,NI1,USD,I,5510,551010,55,55101010
14611,20001231,2000,INDL,C,D,STD,UBMPY,USD,I,2540,254010,25,25401010
14616,20001231,2000,INDL,C,D,STD,PWX,USD,I,2030,203040,20,20304010
14620,20001231,2000,INDL,C,D,STD,ELUXY,USD,A,2520,252010,25,25201040
14622,20001231,2000,INDL,C,D,STD,PARD,USD,A,3520,352010,35,35201010
14623,20001231,2000,INDL,C,D,STD,NVLS.1,USD,I,4530,453010,45,45301010
14624,20001231,2000,INDL,C,D,STD,ODP,USD,A,2550,255040,25,25504040
14626,20000930,2000,INDL,C,D,STD,PTEC,USD,I,4510,451030,45,45103020
14628,20001231,2000,INDL,C,D,STD,0099A,USD,I,1510,151010,15,15101050
14629,20000331,1999,INDL,C,D,STD,3HAMS,USD,I,3020,302020,30,30202020
14633,20001231,2000,INDL,C,D,STD,KCS,USD,I,1010,101020,10,10102020
14638,20001231,2000,INDL,C,D,STD,AAIIQ,USD,A,2010,201010,20,20101010
14639,20001231,2000,INDL,C,D,STD,NEN,USD,A,6010,601020,60,60102020
14640,20001231,2000,INDL,C,D,STD,WGLF,USD,I,2520,252020,25,25202010
14647,20001231,2000,INDL,C,D,STD,VENX,USD,I,1010,101020,10,10102020
14650,20000331,1999,INDL,C,D,STD,BMC,USD,I,4510,451030,45,45103020
14652,20001231,2000,INDL,C,D,STD,ULAB,USD,I,3510,351020,35,35102010
14653,20000630,2000,INDL,C,D,STD,EKCS,USD,A,4520,452030,45,45203010
14656,20001231,2000,INDL,C,D,STD,MGINQ,USD,I,4020,402010,40,40201040
14659,20001031,2000,INDL,C,D,STD,BCV,USD,A,,,,
14660,20001031,2000,INDL,C,D,STD,CVF.1,USD,I,,,,
14661,20001231,2000,INDL,C,D,STD,CET,USD,A,,,,
14662,20001231,2000,INDL,C,D,STD,3BEMC,USD,I,,,,
14666,20000930,2000,INDL,C,D,STD,ECF,USD,A,,,,
14667,20001031,2000,INDL,C,D,STD,FAX,USD,A,,,,
14669,20000930,2000,INDL,C,D,STD,MIF.1,USD,I,,,,
14671,20000930,2000,INDL,C,D,STD,EXGI,USD,I,,,,
14672,20001031,2000,INDL,C,D,STD,IAF,USD,A,,,,
14674,20001231,2000,INDL,C,D,STD,PSTX.1,USD,I,3510,351010,35,35101010
14678,20001231,2000,INDL,C,D,STD,PMC.3,USD,I,4020,402030,40,40203010
14679,20000131,1999,INDL,C,D,STD,XLACF,USD,I,4510,451010,45,45101010
14681,20000831,2000,INDL,C,D,STD,EMF,USD,A,,,,
14682,20001231,2000,INDL,C,D,STD,ACG,USD,I,,,,
14683,20001231,2000,INDL,C,D,STD,GSF.1,USD,I,,,,
14684,20001231,2000,INDL,C,D,STD,VIN,USD,I,,,,
14685,20000731,2000,INDL,C,D,STD,HSF,USD,I,,,,
14686,20000331,1999,INDL,C,D,STD,APB,USD,A,,,,
14687,20001231,2000,INDL,C,D,STD,BLU.1,USD,I,,,,
14688,20000630,2000,INDL,C,D,STD,BZF.1,USD,I,,,,
14690,20001231,2000,INDL,C,D,STD,CNN,USD,I,,,,
14691,20001231,2000,INDL,C,D,STD,CLM,USD,A,,,,
14692,20001130,2000,INDL,C,D,STD,CMU,USD,A,,,,
14693,20001231,2000,INDL,C,D,STD,SPR.2,USD,I,,,,
14694,20000831,2000,INDL,C,D,STD,TWN,USD,A,,,,
14695,20000831,2000,INDL,C,D,STD,TFA.,USD,I,,,,
14696,20001231,2000,INDL,C,D,STD,TFB,USD,I,,,,
14697,20000930,2000,INDL,C,D,STD,GVT.1,USD,I,,,,
14698,20000331,1999,INDL,C,D,STD,INSI,USD,A,,,,
14700,20001231,2000,INDL,C,D,STD,DNP,USD,A,,,,
14701,20001231,2000,INDL,C,D,STD,CRF,USD,A,,,,
14703,20001231,2000,INDL,C,D,STD,CIK,USD,A,,,,
14704,20001231,2000,INDL,C,D,STD,CGF,USD,I,,,,
14705,20000331,1999,INDL,C,D,STD,FOFI,USD,I,,,,
14706,20000930,2000,INDL,C,D,STD,FDI,USD,I,,,,
14708,20001231,2000,INDL,C,D,STD,GAB,USD,A,,,,
14710,20001231,2000,INDL,C,D,STD,EEA,USD,A,,,,
14714,20001231,2000,INDL,C,D,STD,ASG,USD,A,,,,
14715,20001231,2000,INDL,C,D,STD,JHI,USD,A,,,,
14716,20000930,2000,INDL,C,D,STD,HQH,USD,A,,,,
14717,20001231,2000,INDL,C,D,STD,HAT,USD,I,,,,
14718,20001231,2000,INDL,C,D,STD,SWZ,USD,A,,,,
14719,20000930,2000,INDL,C,D,STD,YLD.1,USD,I,,,,
14720,20000831,2000,INDL,C,D,STD,HYI.1,USD,I,,,,
14721,20000331,1999,INDL,C,D,STD,HYP,USD,I,,,,
14723,20001231,2000,INDL,C,D,STD,IIS,USD,I,,,,
14724,20000131,1999,INDL,C,D,STD,ITA.2,USD,I,,,,
14725,20001130,2000,INDL,C,D,STD,KHI,USD,I,,,,
14726,20001231,2000,INDL,C,D,STD,KGT,USD,I,,,,
14727,20001031,2000,INDL,C,D,STD,DSF.1,USD,I,,,,
14728,20000630,2000,INDL,C,D,STD,KF,USD,A,,,,
14729,20001231,2000,INDL,C,D,STD,USA,USD,A,,,,
14730,20001231,2000,INDL,C,D,STD,LNV,USD,I,,,,
14731,20001231,2000,INDL,C,D,STD,LND.1,USD,I,,,,
14733,20001130,2000,INDL,C,D,STD,MGF,USD,A,,,,
14734,20001031,2000,INDL,C,D,STD,MIN,USD,A,,,,
14735,20001031,2000,INDL,C,D,STD,MMT,USD,A,,,,
14737,20001031,2000,INDL,C,D,STD,MFM,USD,A,,,,
14738,20001231,2000,INDL,C,D,STD,MAY,USD,I,,,,
14739,20001231,2000,INDL,C,D,STD,MCI,USD,A,,,,
14740,20001031,2000,INDL,C,D,STD,MXF,USD,A,,,,
14741,20001231,2000,INDL,C,D,STD,MGC.2,USD,I,,,,
14742,20001231,2000,INDL,C,D,STD,MUO,USD,I,,,,
14743,20001231,2000,INDL,C,D,STD,HYB,USD,A,,,,
14747,20001031,2000,INDL,C,D,STD,NMI,USD,A,,,,
14748,20001031,2000,INDL,C,D,STD,NUV,USD,A,,,,
14749,20000930,2000,INDL,C,D,STD,NNY,USD,A,,,,
14750,20001031,2000,INDL,C,D,STD,NPI,USD,I,,,,
14751,20001031,2000,INDL,C,D,STD,OMS,USD,I,,,,
14752,20001231,2000,INDL,C,D,STD,PAI,USD,A,,,,
14753,20001231,2000,INDL,C,D,STD,PEO,USD,A,,,,
14757,20000831,2000,INDL,C,D,STD,PCF,USD,A,,,,
14759,20001031,2000,INDL,C,D,STD,PMT.2,USD,I,,,,
14760,20000930,2000,INDL,C,D,STD,PIM,USD,A,,,,
14763,20001231,2000,INDL,C,D,STD,RVT,USD,A,,,,
14765,20001231,2000,INDL,C,D,STD,SAF.1,USD,I,,,,
14767,20001130,2000,INDL,C,D,STD,SNF,USD,I,,,,
14768,20001231,2000,INDL,C,D,STD,ALM.2,USD,I,,,,
14769,20001231,2000,INDL,C,D,STD,TSI,USD,A,,,,
14770,20000831,2000,INDL,C,D,STD,GIM,USD,A,,,,
14771,20001231,2000,INDL,C,D,STD,TTF,USD,I,,,,
14772,20000331,1999,INDL,C,D,STD,TAI.1,USD,I,,,,
14774,20001130,2000,INDL,C,D,STD,VES.,USD,I,,,,
14776,20000331,1999,INDL,C,D,STD,ZIF,USD,I,,,,
14777,20001231,2000,INDL,C,D,STD,ZF.1,USD,I,,,,
